NaN NaN 2022-04-06T11:17:33.3180416+01:00 
NaN NaN 2022-04-06T11:17:33.4258816+01:00 
NaN NaN 2022-04-06T11:17:33.5526400+01:00 
NaN NaN 2022-04-06T11:17:33.6794368+01:00 
NaN NaN 2022-04-06T11:17:33.8104192+01:00 
NaN NaN 2022-04-06T11:17:33.8733312+01:00 
NaN NaN 2022-04-06T11:17:33.9375104+01:00 
NaN NaN 2022-04-06T11:17:33.9996544+01:00 
NaN NaN 2022-04-06T11:17:34.0660480+01:00 
NaN NaN 2022-04-06T11:17:34.1447808+01:00 
NaN NaN 2022-04-06T11:17:34.2089856+01:00 
NaN NaN 2022-04-06T11:17:34.2728064+01:00 
NaN NaN 2022-04-06T11:17:34.3368960+01:00 
NaN NaN 2022-04-06T11:17:34.4009088+01:00 
NaN NaN 2022-04-06T11:17:34.4635648+01:00 
NaN NaN 2022-04-06T11:17:34.5457024+01:00 
NaN NaN 2022-04-06T11:17:34.6097152+01:00 
NaN NaN 2022-04-06T11:17:34.6734336+01:00 
NaN NaN 2022-04-06T11:17:34.7370368+01:00 
NaN NaN 2022-04-06T11:17:34.7975168+01:00 
NaN NaN 2022-04-06T11:17:34.8626048+01:00 
NaN NaN 2022-04-06T11:17:34.9452928+01:00 
NaN NaN 2022-04-06T11:17:35.0094208+01:00 
NaN NaN 2022-04-06T11:17:35.0724992+01:00 
NaN NaN 2022-04-06T11:17:35.1365504+01:00 
NaN NaN 2022-04-06T11:17:35.1989888+01:00 
NaN NaN 2022-04-06T11:17:35.2639104+01:00 
NaN NaN 2022-04-06T11:17:35.3285632+01:00 
NaN NaN 2022-04-06T11:17:35.4095744+01:00 
NaN NaN 2022-04-06T11:17:35.4711808+01:00 
NaN NaN 2022-04-06T11:17:35.5358080+01:00 
NaN NaN 2022-04-06T11:17:35.5993088+01:00 
NaN NaN 2022-04-06T11:17:35.6632192+01:00 
NaN NaN 2022-04-06T11:17:35.7283456+01:00 
NaN NaN 2022-04-06T11:17:35.8080000+01:00 
NaN NaN 2022-04-06T11:17:35.8739200+01:00 
NaN NaN 2022-04-06T11:17:35.9356544+01:00 
NaN NaN 2022-04-06T11:17:35.9994240+01:00 
NaN NaN 2022-04-06T11:17:36.0656640+01:00 
NaN NaN 2022-04-06T11:17:36.1293184+01:00 
NaN NaN 2022-04-06T11:17:36.2080896+01:00 
NaN NaN 2022-04-06T11:17:36.2732928+01:00 
NaN NaN 2022-04-06T11:17:36.3376384+01:00 
NaN NaN 2022-04-06T11:17:36.3990144+01:00 
NaN NaN 2022-04-06T11:17:36.4649344+01:00 
NaN NaN 2022-04-06T11:17:36.5264384+01:00 
NaN NaN 2022-04-06T11:17:36.5920768+01:00 
NaN NaN 2022-04-06T11:17:36.6707200+01:00 
NaN NaN 2022-04-06T11:17:36.7385344+01:00 
NaN NaN 2022-04-06T11:17:36.8022528+01:00 
NaN NaN 2022-04-06T11:17:36.8659200+01:00 
NaN NaN 2022-04-06T11:17:36.9282304+01:00 
NaN NaN 2022-04-06T11:17:36.9915648+01:00 
NaN NaN 2022-04-06T11:17:37.0743040+01:00 
NaN NaN 2022-04-06T11:17:37.1365504+01:00 
NaN NaN 2022-04-06T11:17:37.2019200+01:00 
NaN NaN 2022-04-06T11:17:37.2635008+01:00 
NaN NaN 2022-04-06T11:17:37.3305344+01:00 
NaN NaN 2022-04-06T11:17:37.3910784+01:00 
NaN NaN 2022-04-06T11:17:37.4712704+01:00 
NaN NaN 2022-04-06T11:17:37.5347840+01:00 
NaN NaN 2022-04-06T11:17:37.6030336+01:00 
NaN NaN 2022-04-06T11:17:37.6645248+01:00 
NaN NaN 2022-04-06T11:17:37.7297152+01:00 
NaN NaN 2022-04-06T11:17:37.7940864+01:00 
NaN NaN 2022-04-06T11:17:37.8741632+01:00 
NaN NaN 2022-04-06T11:17:37.9366272+01:00 
NaN NaN 2022-04-06T11:17:38.0017408+01:00 
NaN NaN 2022-04-06T11:17:38.0614656+01:00 
NaN NaN 2022-04-06T11:17:38.1270528+01:00 
NaN NaN 2022-04-06T11:17:38.1953152+01:00 
NaN NaN 2022-04-06T11:17:38.2552704+01:00 
NaN NaN 2022-04-06T11:17:38.3355776+01:00 
NaN NaN 2022-04-06T11:17:38.3991936+01:00 
NaN NaN 2022-04-06T11:17:38.4630656+01:00 
NaN NaN 2022-04-06T11:17:38.5270528+01:00 
NaN NaN 2022-04-06T11:17:38.5914368+01:00 
NaN NaN 2022-04-06T11:17:38.6609664+01:00 
NaN NaN 2022-04-06T11:17:38.7341312+01:00 
NaN NaN 2022-04-06T11:17:38.7988736+01:00 
NaN NaN 2022-04-06T11:17:38.8641920+01:00 
NaN NaN 2022-04-06T11:17:38.9296768+01:00 
NaN NaN 2022-04-06T11:17:38.9988608+01:00 
NaN NaN 2022-04-06T11:17:39.0573696+01:00 
NaN NaN 2022-04-06T11:17:39.1389312+01:00 
NaN NaN 2022-04-06T11:17:39.2015232+01:00 
NaN NaN 2022-04-06T11:17:39.2656000+01:00 
NaN NaN 2022-04-06T11:17:39.3308416+01:00 
NaN NaN 2022-04-06T11:17:39.3923072+01:00 
NaN NaN 2022-04-06T11:17:39.4590336+01:00 
NaN NaN 2022-04-06T11:17:39.5354368+01:00 
NaN NaN 2022-04-06T11:17:39.6033280+01:00 
NaN NaN 2022-04-06T11:17:39.6637056+01:00 
NaN NaN 2022-04-06T11:17:39.7306624+01:00 
NaN NaN 2022-04-06T11:17:39.7917184+01:00 
NaN NaN 2022-04-06T11:17:39.8592640+01:00 
NaN NaN 2022-04-06T11:17:39.9208704+01:00 
NaN NaN 2022-04-06T11:17:40.0033664+01:00 
NaN NaN 2022-04-06T11:17:40.0628864+01:00 
NaN NaN 2022-04-06T11:17:40.1294208+01:00 
NaN NaN 2022-04-06T11:17:40.1925248+01:00 
NaN NaN 2022-04-06T11:17:40.2550912+01:00 
NaN NaN 2022-04-06T11:17:40.3236864+01:00 
NaN NaN 2022-04-06T11:17:40.4013952+01:00 
NaN NaN 2022-04-06T11:17:40.4635264+01:00 
NaN NaN 2022-04-06T11:17:40.5421056+01:00 
NaN NaN 2022-04-06T11:17:40.5937152+01:00 
NaN NaN 2022-04-06T11:17:40.6562304+01:00 
NaN NaN 2022-04-06T11:17:40.7228672+01:00 
NaN NaN 2022-04-06T11:17:40.8000640+01:00 
NaN NaN 2022-04-06T11:17:40.8656896+01:00 
