2022-04-06T11:17:33.3075712+01:00 430.0083 296.9917 NaN NaN 9681 
2022-04-06T11:17:33.4184576+01:00 425.1926 300.6889 428.9206 292.1746 9860 
2022-04-06T11:17:33.5464192+01:00 422.354 307.1757 431.5137 297.898 11035 
2022-04-06T11:17:33.6749568+01:00 418.8203 312.8333 430.4724 307.9313 11551 
2022-04-06T11:17:33.8025088+01:00 419.4445 319.9591 433.501 319.2315 4808 
2022-04-06T11:17:33.8671360+01:00 423.8571 323.1991 438.104 321.3758 4746 
2022-04-06T11:17:33.9308160+01:00 425.3005 325.5305 439.8574 324.2329 4722 
2022-04-06T11:17:33.9954432+01:00 426.8075 326.4507 441.5904 325.9398 4779 
2022-04-06T11:17:34.0599168+01:00 425.3235 327.3971 439.9688 328.0263 4746 
2022-04-06T11:17:34.1391616+01:00 425.5648 328.588 439.6352 331.7743 4873 
2022-04-06T11:17:34.2030720+01:00 423.9765 330.4272 438.6356 334.8675 4786 
2022-04-06T11:17:34.2669568+01:00 424.0787 332.7917 438.5842 335.9703 4845 
2022-04-06T11:17:34.3300992+01:00 426.0047 333.0423 440.9347 336.3869 4718 
2022-04-06T11:17:34.3955072+01:00 426.6042 332.1198 441.0439 334.6447 4688 
2022-04-06T11:17:34.4583168+01:00 425.4776 329.7612 440 332.5844 4774 
2022-04-06T11:17:34.5385856+01:00 425.1482 327.1574 439.9681 330.3333 4774 
2022-04-06T11:17:34.6026112+01:00 422.8854 326.5156 436.6301 330.1183 4852 
2022-04-06T11:17:34.6670976+01:00 419.9118 327.5 434.7613 329.6296 4754 
2022-04-06T11:17:34.7302784+01:00 420.5857 329.6762 432.5821 322.9831 4811 
2022-04-06T11:17:34.7937152+01:00 424.8254 324.2857 429.1231 311.7538 4751 
2022-04-06T11:17:34.8583168+01:00 427.6238 315.4 423.537 307.537 4737 
2022-04-06T11:17:34.9387008+01:00 423.6274 309.268 413.451 305.5686 4735 
2022-04-06T11:17:35.0024064+01:00 414.4713 309.1264 402.6788 305.8727 4877 
2022-04-06T11:17:35.0679040+01:00 406.6148 310.8963 393.066 310.165 4720 
2022-04-06T11:17:35.1319808+01:00 399.9425 310.5402 386.8551 310.7971 4797 
2022-04-06T11:17:35.1947776+01:00 391.7632 311.4649 378.3586 310.384 4752 
2022-04-06T11:17:35.2594688+01:00 378.7 309.1333 364.8793 308.2414 4726 
2022-04-06T11:17:35.3233408+01:00 NaN NaN NaN NaN 4879 
2022-04-06T11:17:35.4031104+01:00 NaN NaN 336.3333 305 4739 
2022-04-06T11:17:35.4674560+01:00 NaN NaN NaN NaN 4765 
2022-04-06T11:17:35.5309696+01:00 322.2839 300.5432 NaN NaN 4822 
2022-04-06T11:17:35.5951104+01:00 NaN NaN NaN NaN 4737 
2022-04-06T11:17:35.6592128+01:00 NaN NaN NaN NaN 4885 
2022-04-06T11:17:35.7232128+01:00 292.8235 292.3235 NaN NaN 4856 
2022-04-06T11:17:35.8040960+01:00 289.7619 293 NaN NaN 4843 
2022-04-06T11:17:35.8669952+01:00 281.8611 292.5 NaN NaN 4716 
2022-04-06T11:17:35.9314304+01:00 NaN NaN NaN NaN 4750 
2022-04-06T11:17:35.9950080+01:00 NaN NaN NaN NaN 4797 
2022-04-06T11:17:36.0597888+01:00 NaN NaN NaN NaN 4725 
2022-04-06T11:17:36.1235712+01:00 NaN NaN NaN NaN 4640 
2022-04-06T11:17:36.2031360+01:00 NaN NaN NaN NaN 4682 
2022-04-06T11:17:36.2670336+01:00 NaN NaN NaN NaN 4697 
2022-04-06T11:17:36.3311872+01:00 NaN NaN NaN NaN 4658 
2022-04-06T11:17:36.3953792+01:00 214.3235 346.3529 NaN NaN 4680 
2022-04-06T11:17:36.4591232+01:00 NaN NaN NaN NaN 4828 
2022-04-06T11:17:36.5220608+01:00 NaN NaN NaN NaN 4689 
2022-04-06T11:17:36.5878912+01:00 NaN NaN NaN NaN 4705 
2022-04-06T11:17:36.6671360+01:00 NaN NaN NaN NaN 4762 
2022-04-06T11:17:36.7313536+01:00 204.1905 404.0238 NaN NaN 4795 
2022-04-06T11:17:36.7958272+01:00 204.3056 412.8333 NaN NaN 4910 
2022-04-06T11:17:36.8582144+01:00 204.1944 421.1667 196.9136 430.0617 4647 
2022-04-06T11:17:36.9232512+01:00 204.4444 426.2639 197.273 433.3079 4663 
2022-04-06T11:17:36.9873408+01:00 206.0327 427.2418 198.7246 434.6413 4677 
2022-04-06T11:17:37.0671488+01:00 209.4444 421.3419 200.2628 429.8419 4782 
2022-04-06T11:17:37.1299840+01:00 212.435 418.1751 202.9955 425.6982 4970 
2022-04-06T11:17:37.1951616+01:00 214.5411 415.2338 204.9026 422.3853 4748 
2022-04-06T11:17:37.2591360+01:00 215.8452 413.631 204.7023 419.8142 4785 
2022-04-06T11:17:37.3239168+01:00 216.246 414.0794 204.28 420.29 4814 
2022-04-06T11:17:37.3874176+01:00 217 415.3041 205.3333 420.6035 4705 
2022-04-06T11:17:37.4674560+01:00 216.6148 414.4593 204.9561 419.7807 4714 
2022-04-06T11:17:37.5311488+01:00 216.9479 412.1302 204.1786 417.8601 4797 
2022-04-06T11:17:37.5954048+01:00 214.381 409.3593 206.1087 418.6927 4701 
2022-04-06T11:17:37.6592000+01:00 211.4606 416.0364 209.7956 428.8089 4885 
2022-04-06T11:17:37.7231744+01:00 211.4133 422.8133 217.6812 428.9855 4856 
2022-04-06T11:17:37.7867776+01:00 214.6667 426.5757 224.0714 424.5714 4835 
2022-04-06T11:17:37.8672000+01:00 221.5802 425.2716 231.5208 423.6875 4690 
2022-04-06T11:17:37.9311488+01:00 NaN NaN 237.7255 425.549 4714 
2022-04-06T11:17:37.9960832+01:00 237.6296 429.537 243.2917 423.5833 4679 
2022-04-06T11:17:38.0578304+01:00 246.8857 430.3238 NaN NaN 4847 
2022-04-06T11:17:38.1231872+01:00 255.2191 432.1238 265.5 432 4856 
2022-04-06T11:17:38.1880832+01:00 261.2327 430.8553 271.7103 433.4286 4576 
2022-04-06T11:17:38.2512896+01:00 267.6046 434.5736 275.7552 431.1875 4747 
2022-04-06T11:17:38.3314048+01:00 272.3571 431.5 280.2857 428.6786 4819 
